Scena,Frame_Num,Lidar_Token,Occlusion_Index,Area_m2,Distanza_m,Prob_Auto,Prob_Pedone,Prob_Camion,Prob_Bicicletta,Prob_Moto,Prob_Bus,Prob_Rimorchio,Prob_Barriera,Prob_Cono,Prob_Altro,Oggetto_Piu_Probabile,Prob_Massima,Sintesi
Scena 1 (cc8c0b),4,c4f1a270736445e185379a80c29a5139,47,18.21,4.21,0.2701,0.1282,0.0897,0.1397,0.0907,0.0574,0.0224,0.0296,0.0552,0.0462,Auto,0.2701,Presenza potenziale: Auto (27.0%) stimata sulla superficie semantica di appoggio.
Scena 1 (cc8c0b),4,c4f1a270736445e185379a80c29a5139,48,11.097,37.07,0.01,0.2,0.0,0.05,0.01,0.0,0.0,0.2,0.1,0.1,Pedone,0.2,Presenza potenziale: Pedone (20.0%) stimata sulla superficie semantica di appoggio.
Scena 1 (cc8c0b),4,c4f1a270736445e185379a80c29a5139,49,7.759,28.98,0.0,0.15,0.0,0.075,0.05,0.0,0.0,0.01,0.05,0.01,Pedone,0.15,Area probabilmente libera o con ostacoli minori (Pedone al 15.0%).
Scena 1 (cc8c0b),4,c4f1a270736445e185379a80c29a5139,50,4.259,42.85,0.01,0.2,0.0,0.05,0.01,0.0,0.0,0.2,0.1,0.1,Pedone,0.2,Presenza potenziale: Pedone (20.0%) stimata sulla superficie semantica di appoggio.
Scena 1 (cc8c0b),4,c4f1a270736445e185379a80c29a5139,51,0.222,25.66,0.0109,0.2068,0.0005,0.0568,0.0105,0.0,0.0,0.1977,0.1,0.0977,Pedone,0.2068,Presenza potenziale: Pedone (20.7%) stimata sulla superficie semantica di appoggio.
Scena 1 (cc8c0b),4,c4f1a270736445e185379a80c29a5139,52,14.862,37.28,0.01,0.2,0.0,0.05,0.01,0.0,0.0,0.2,0.1,0.1,Pedone,0.2,Presenza potenziale: Pedone (20.0%) stimata sulla superficie semantica di appoggio.
Scena 1 (cc8c0b),4,c4f1a270736445e185379a80c29a5139,53,17.711,33.29,0.01,0.2,0.0,0.05,0.01,0.0,0.0,0.2,0.1,0.1,Pedone,0.2,Presenza potenziale: Pedone (20.0%) stimata sulla superficie semantica di appoggio.
Scena 1 (cc8c0b),4,c4f1a270736445e185379a80c29a5139,54,5.888,38.86,0.0147,0.2349,0.0023,0.0849,0.0123,0.0,0.0,0.1884,0.1,0.0884,Pedone,0.2349,Presenza potenziale: Pedone (23.5%) stimata sulla superficie semantica di appoggio.
Scena 1 (cc8c0b),4,c4f1a270736445e185379a80c29a5139,55,3.284,26.99,0.0044,0.1721,0.0,0.064,0.0324,0.0,0.0,0.0938,0.0721,0.0497,Pedone,0.1721,Area probabilmente libera o con ostacoli minori (Pedone al 17.2%).
Scena 1 (cc8c0b),4,c4f1a270736445e185379a80c29a5139,56,9.042,41.84,0.01,0.2,0.0,0.05,0.01,0.0,0.0,0.2,0.1,0.1,Pedone,0.2,Presenza potenziale: Pedone (20.0%) stimata sulla superficie semantica di appoggio.
Scena 1 (cc8c0b),4,c4f1a270736445e185379a80c29a5139,57,60.33,4.12,0.2181,0.1426,0.0718,0.1218,0.0746,0.0459,0.0179,0.0636,0.0641,0.0569,Auto,0.2181,Presenza potenziale: Auto (21.8%) stimata sulla superficie semantica di appoggio.
Scena 1 (cc8c0b),4,c4f1a270736445e185379a80c29a5139,58,12.702,32.21,0.0118,0.1824,0.0,0.0851,0.0416,0.0,0.0,0.1332,0.0824,0.0701,Pedone,0.1824,Area probabilmente libera o con ostacoli minori (Pedone al 18.2%).
Scena 1 (cc8c0b),5,6a97481174074729a9d0ffa096eaa498,0,138.334,22.8,0.0166,0.2494,0.0033,0.0994,0.0133,0.0,0.0,0.1835,0.1,0.0835,Pedone,0.2494,Presenza potenziale: Pedone (24.9%) stimata sulla superficie semantica di appoggio.
Scena 1 (cc8c0b),5,6a97481174074729a9d0ffa096eaa498,1,0.671,43.21,0.03,0.35,0.01,0.2,0.02,0.0,0.0,0.15,0.1,0.05,Pedone,0.35,Presenza potenziale: Pedone (35.0%) stimata sulla superficie semantica di appoggio.
Scena 1 (cc8c0b),5,6a97481174074729a9d0ffa096eaa498,2,46.207,19.79,0.0151,0.2385,0.0026,0.0885,0.0126,0.0,0.0,0.1872,0.1,0.0872,Pedone,0.2385,Presenza potenziale: Pedone (23.8%) stimata sulla superficie semantica di appoggio.
Scena 1 (cc8c0b),5,6a97481174074729a9d0ffa096eaa498,3,95.432,18.04,0.0133,0.2245,0.0016,0.0745,0.0116,0.0,0.0,0.1918,0.1,0.0918,Pedone,0.2245,Presenza potenziale: Pedone (22.4%) stimata sulla superficie semantica di appoggio.
Scena 1 (cc8c0b),5,6a97481174074729a9d0ffa096eaa498,4,87.281,17.62,0.0146,0.95,0.0023,0.0847,0.0123,0.0,0.0,0.1884,0.1,0.0884,Pedone,0.95,Forte indizio di presenza: Pedone (95.0%) in base alla memoria temporale causale.
Scena 1 (cc8c0b),5,6a97481174074729a9d0ffa096eaa498,5,85.133,20.4,0.0185,0.2637,0.0042,0.1137,0.0142,0.0,0.0,0.1788,0.1,0.0788,Pedone,0.2637,Presenza potenziale: Pedone (26.4%) stimata sulla superficie semantica di appoggio.
Scena 1 (cc8c0b),5,6a97481174074729a9d0ffa096eaa498,6,100.777,25.6,0.0212,0.285,0.0058,0.1369,0.0168,0.0,0.0,0.1663,0.0987,0.0689,Pedone,0.285,Presenza potenziale: Pedone (28.5%) stimata sulla superficie semantica di appoggio.
Scena 1 (cc8c0b),5,6a97481174074729a9d0ffa096eaa498,7,101.839,22.67,0.0163,0.2472,0.0031,0.0972,0.0131,0.0,0.0,0.1843,0.1,0.0843,Pedone,0.2472,Presenza potenziale: Pedone (24.7%) stimata sulla superficie semantica di appoggio.
Scena 1 (cc8c0b),5,6a97481174074729a9d0ffa096eaa498,8,176.912,16.23,0.0144,0.2328,0.0022,0.083,0.0123,0.0,0.0,0.1884,0.0998,0.0887,Pedone,0.2328,Presenza potenziale: Pedone (23.3%) stimata sulla superficie semantica di appoggio.
Scena 1 (cc8c0b),5,6a97481174074729a9d0ffa096eaa498,9,122.189,14.84,0.0135,0.224,0.0017,0.078,0.014,0.0,0.0,0.1866,0.0987,0.0893,Pedone,0.224,Presenza potenziale: Pedone (22.4%) stimata sulla superficie semantica di appoggio.
Scena 1 (cc8c0b),5,6a97481174074729a9d0ffa096eaa498,10,125.524,16.93,0.0436,0.2608,0.013,0.126,0.0221,0.0054,0.0021,0.1614,0.0958,0.0724,Pedone,0.2608,Presenza potenziale: Pedone (26.1%) stimata sulla superficie semantica di appoggio.
Scena 1 (cc8c0b),5,6a97481174074729a9d0ffa096eaa498,11,132.617,28.99,0.2696,0.1015,0.179,0.1395,0.0906,0.0716,0.0448,0.0299,0.0552,0.0552,Auto,0.2696,Presenza potenziale: Auto (27.0%) stimata sulla superficie semantica di appoggio.
Scena 1 (cc8c0b),5,6a97481174074729a9d0ffa096eaa498,12,75.631,13.16,0.0174,0.95,0.0036,0.1078,0.0165,0.0,0.0,0.1757,0.0984,0.0791,Pedone,0.95,Forte indizio di presenza: Pedone (95.0%) in base alla memoria temporale causale.
Scena 1 (cc8c0b),5,6a97481174074729a9d0ffa096eaa498,13,43.162,23.82,0.0144,0.2225,0.0019,0.0905,0.0227,0.0,0.0,0.1678,0.094,0.0803,Pedone,0.2225,Presenza potenziale: Pedone (22.2%) stimata sulla superficie semantica di appoggio.
Scena 1 (cc8c0b),5,6a97481174074729a9d0ffa096eaa498,14,27.676,26.16,0.0223,0.2475,0.0049,0.1744,0.061,0.0,0.0,0.0782,0.0744,0.0321,Pedone,0.2475,Presenza potenziale: Pedone (24.8%) stimata sulla superficie semantica di appoggio.
Scena 1 (cc8c0b),5,6a97481174074729a9d0ffa096eaa498,15,65.152,27.7,0.2656,0.1044,0.1762,0.1394,0.0894,0.0705,0.044,0.0322,0.056,0.0555,Auto,0.2656,Presenza potenziale: Auto (26.6%) stimata sulla superficie semantica di appoggio.
Scena 1 (cc8c0b),5,6a97481174074729a9d0ffa096eaa498,16,23.006,39.0,0.0136,0.2271,0.0018,0.0771,0.0118,0.0,0.0,0.191,0.1,0.091,Pedone,0.2271,Presenza potenziale: Pedone (22.7%) stimata sulla superficie semantica di appoggio.
Scena 1 (cc8c0b),5,6a97481174074729a9d0ffa096eaa498,17,1.64,25.53,0.01,0.2,0.0,0.05,0.01,0.0,0.0,0.2,0.1,0.1,Pedone,0.2,Presenza potenziale: Pedone (20.0%) stimata sulla superficie semantica di appoggio.
Scena 1 (cc8c0b),5,6a97481174074729a9d0ffa096eaa498,18,32.649,27.95,0.01,0.2,0.0,0.05,0.01,0.0,0.0,0.2,0.1,0.1,Pedone,0.2,Presenza potenziale: Pedone (20.0%) stimata sulla superficie semantica di appoggio.
Scena 1 (cc8c0b),5,6a97481174074729a9d0ffa096eaa498,19,25.997,40.76,0.01,0.2,0.0,0.05,0.01,0.0,0.0,0.2,0.1,0.1,Pedone,0.2,Presenza potenziale: Pedone (20.0%) stimata sulla superficie semantica di appoggio.
Scena 1 (cc8c0b),5,6a97481174074729a9d0ffa096eaa498,20,40.653,37.06,0.01,0.2,0.0,0.05,0.01,0.0,0.0,0.2,0.1,0.1,Pedone,0.2,Presenza potenziale: Pedone (20.0%) stimata sulla superficie semantica di appoggio.
Scena 1 (cc8c0b),5,6a97481174074729a9d0ffa096eaa498,21,13.045,44.86,0.01,0.2,0.0,0.05,0.01,0.0,0.0,0.2,0.1,0.1,Pedone,0.2,Presenza potenziale: Pedone (20.0%) stimata sulla superficie semantica di appoggio.
Scena 1 (cc8c0b),5,6a97481174074729a9d0ffa096eaa498,22,15.699,29.6,0.01,0.2,0.0,0.05,0.01,0.0,0.0,0.2,0.1,0.1,Pedone,0.2,Presenza potenziale: Pedone (20.0%) stimata sulla superficie semantica di appoggio.
Scena 1 (cc8c0b),5,6a97481174074729a9d0ffa096eaa498,23,38.819,29.2,0.01,0.2,0.0,0.05,0.01,0.0,0.0,0.2,0.1,0.1,Pedone,0.2,Presenza potenziale: Pedone (20.0%) stimata sulla superficie semantica di appoggio.
Scena 1 (cc8c0b),5,6a97481174074729a9d0ffa096eaa498,24,1.07,33.03,0.01,0.2,0.0,0.05,0.01,0.0,0.0,0.2,0.1,0.1,Pedone,0.2,Presenza potenziale: Pedone (20.0%) stimata sulla superficie semantica di appoggio.
Scena 1 (cc8c0b),5,6a97481174074729a9d0ffa096eaa498,25,40.711,33.95,0.01,0.2,0.0,0.05,0.01,0.0,0.0,0.2,0.1,0.1,Pedone,0.2,Presenza potenziale: Pedone (20.0%) stimata sulla superficie semantica di appoggio.
Scena 1 (cc8c0b),5,6a97481174074729a9d0ffa096eaa498,26,24.291,32.71,0.01,0.2,0.0,0.05,0.01,0.0,0.0,0.2,0.1,0.1,Pedone,0.2,Presenza potenziale: Pedone (20.0%) stimata sulla superficie semantica di appoggio.
Scena 1 (cc8c0b),5,6a97481174074729a9d0ffa096eaa498,27,12.249,31.97,0.01,0.2,0.0,0.05,0.01,0.0,0.0,0.2,0.1,0.1,Pedone,0.2,Presenza potenziale: Pedone (20.0%) stimata sulla superficie semantica di appoggio.
Scena 1 (cc8c0b),5,6a97481174074729a9d0ffa096eaa498,28,29.274,51.2,0.01,0.2,0.0,0.05,0.01,0.0,0.0,0.2,0.1,0.1,Pedone,0.2,Presenza potenziale: Pedone (20.0%) stimata sulla superficie semantica di appoggio.
Scena 1 (cc8c0b),5,6a97481174074729a9d0ffa096eaa498,29,34.631,29.89,0.01,0.95,0.0,0.05,0.01,0.0,0.0,0.2,0.1,0.1,Pedone,0.95,Forte indizio di presenza: Pedone (95.0%) in base alla memoria temporale causale.
Scena 1 (cc8c0b),5,6a97481174074729a9d0ffa096eaa498,30,31.083,31.01,0.01,0.95,0.0,0.05,0.01,0.0,0.0,0.2,0.1,0.1,Pedone,0.95,Forte indizio di presenza: Pedone (95.0%) in base alla memoria temporale causale.
Scena 1 (cc8c0b),5,6a97481174074729a9d0ffa096eaa498,31,0.974,32.28,0.0,0.15,0.0,0.075,0.05,0.0,0.0,0.01,0.05,0.01,Pedone,0.15,Area probabilmente libera o con ostacoli minori (Pedone al 15.0%).
Scena 1 (cc8c0b),5,6a97481174074729a9d0ffa096eaa498,32,2.828,50.95,0.01,0.2,0.0,0.05,0.01,0.0,0.0,0.2,0.1,0.1,Pedone,0.2,Presenza potenziale: Pedone (20.0%) stimata sulla superficie semantica di appoggio.
Scena 1 (cc8c0b),5,6a97481174074729a9d0ffa096eaa498,33,50.783,21.8,0.0183,0.2624,0.0042,0.1124,0.0142,0.0,0.0,0.1792,0.1,0.0792,Pedone,0.2624,Presenza potenziale: Pedone (26.2%) stimata sulla superficie semantica di appoggio.
Scena 1 (cc8c0b),5,6a97481174074729a9d0ffa096eaa498,34,359.842,4.85,0.0986,0.2069,0.0601,0.1173,0.0385,0.023,0.0144,0.1325,0.95,0.0728,Cono,0.95,Forte indizio di presenza: Cono (95.0%) in base alla memoria temporale causale.
Scena 1 (cc8c0b),5,6a97481174074729a9d0ffa096eaa498,35,1.724,48.6,0.01,0.2,0.0,0.05,0.01,0.0,0.0,0.2,0.1,0.1,Pedone,0.2,Presenza potenziale: Pedone (20.0%) stimata sulla superficie semantica di appoggio.
Scena 1 (cc8c0b),5,6a97481174074729a9d0ffa096eaa498,36,9.509,6.05,0.013,0.1696,0.0,0.1109,0.0648,0.0,0.0,0.0843,0.0696,0.0483,Pedone,0.1696,Area probabilmente libera o con ostacoli minori (Pedone al 17.0%).
Scena 1 (cc8c0b),5,6a97481174074729a9d0ffa096eaa498,37,11.394,34.35,0.01,0.2,0.0,0.05,0.01,0.0,0.0,0.2,0.1,0.1,Pedone,0.2,Presenza potenziale: Pedone (20.0%) stimata sulla superficie semantica di appoggio.
Scena 1 (cc8c0b),5,6a97481174074729a9d0ffa096eaa498,38,5.481,32.97,0.0,0.15,0.0,0.075,0.05,0.0,0.0,0.01,0.05,0.01,Pedone,0.15,Area probabilmente libera o con ostacoli minori (Pedone al 15.0%).
Scena 1 (cc8c0b),5,6a97481174074729a9d0ffa096eaa498,39,34.774,31.67,0.01,0.95,0.0,0.05,0.01,0.0,0.0,0.2,0.1,0.1,Pedone,0.95,Forte indizio di presenza: Pedone (95.0%) in base alla memoria temporale causale.
Scena 1 (cc8c0b),5,6a97481174074729a9d0ffa096eaa498,40,9.741,40.08,0.01,0.2,0.0,0.05,0.01,0.0,0.0,0.2,0.1,0.1,Pedone,0.2,Presenza potenziale: Pedone (20.0%) stimata sulla superficie semantica di appoggio.
Scena 1 (cc8c0b),5,6a97481174074729a9d0ffa096eaa498,41,15.295,29.35,0.0155,0.218,0.0021,0.1079,0.036,0.0,0.0,0.139,0.0867,0.0669,Pedone,0.218,Presenza potenziale: Pedone (21.8%) stimata sulla superficie semantica di appoggio.
Scena 1 (cc8c0b),5,6a97481174074729a9d0ffa096eaa498,42,23.479,34.59,0.01,0.95,0.0,0.05,0.01,0.0,0.0,0.2,0.1,0.1,Pedone,0.95,Forte indizio di presenza: Pedone (95.0%) in base alla memoria temporale causale.
Scena 1 (cc8c0b),5,6a97481174074729a9d0ffa096eaa498,43,28.634,30.77,0.01,0.2,0.0,0.05,0.01,0.0,0.0,0.2,0.1,0.1,Pedone,0.2,Presenza potenziale: Pedone (20.0%) stimata sulla superficie semantica di appoggio.
Scena 1 (cc8c0b),5,6a97481174074729a9d0ffa096eaa498,44,1.983,37.11,0.03,0.35,0.01,0.2,0.02,0.0,0.0,0.15,0.1,0.05,Pedone,0.35,Presenza potenziale: Pedone (35.0%) stimata sulla superficie semantica di appoggio.
Scena 1 (cc8c0b),5,6a97481174074729a9d0ffa096eaa498,45,11.85,30.96,0.015,0.15,0.0,0.15,0.1,0.0,0.0,0.01,0.05,0.015,Pedone,0.15,Area probabilmente libera o con ostacoli minori (Pedone al 15.0%).
Scena 1 (cc8c0b),5,6a97481174074729a9d0ffa096eaa498,46,8.389,45.32,0.01,0.2,0.0,0.05,0.01,0.0,0.0,0.2,0.1,0.1,Pedone,0.2,Presenza potenziale: Pedone (20.0%) stimata sulla superficie semantica di appoggio.
Scena 1 (cc8c0b),5,6a97481174074729a9d0ffa096eaa498,47,4.048,30.63,0.0,0.15,0.0,0.075,0.05,0.0,0.0,0.01,0.05,0.01,Pedone,0.15,Area probabilmente libera o con ostacoli minori (Pedone al 15.0%).
Scena 1 (cc8c0b),5,6a97481174074729a9d0ffa096eaa498,48,21.747,30.46,0.15,0.15,0.04,0.15,0.1,0.016,0.005,0.01,0.05,0.03,Auto,0.15,Area probabilmente libera o con ostacoli minori (Auto al 15.0%).
Scena 1 (cc8c0b),6,fca0353274424116948fa1f10be1fc29,0,39.322,25.49,0.013,0.2228,0.0015,0.0728,0.0115,0.0,0.0,0.1924,0.1,0.0924,Pedone,0.2228,Presenza potenziale: Pedone (22.3%) stimata sulla superficie semantica di appoggio.
Scena 1 (cc8c0b),6,fca0353274424116948fa1f10be1fc29,1,51.038,22.03,0.0137,0.2279,0.0019,0.0779,0.0119,0.0,0.0,0.1907,0.1,0.0907,Pedone,0.2279,Presenza potenziale: Pedone (22.8%) stimata sulla superficie semantica di appoggio.
Scena 1 (cc8c0b),6,fca0353274424116948fa1f10be1fc29,2,95.906,25.65,0.0179,0.2589,0.0039,0.1089,0.0139,0.0,0.0,0.1804,0.1,0.0804,Pedone,0.2589,Presenza potenziale: Pedone (25.9%) stimata sulla superficie semantica di appoggio.
Scena 1 (cc8c0b),6,fca0353274424116948fa1f10be1fc29,3,43.747,19.18,0.0139,0.2291,0.0019,0.0791,0.0119,0.0,0.0,0.1903,0.1,0.0903,Pedone,0.2291,Presenza potenziale: Pedone (22.9%) stimata sulla superficie semantica di appoggio.
Scena 1 (cc8c0b),6,fca0353274424116948fa1f10be1fc29,4,58.231,17.18,0.0182,0.2615,0.0041,0.1115,0.0141,0.0,0.0,0.1795,0.1,0.0795,Pedone,0.2615,Presenza potenziale: Pedone (26.2%) stimata sulla superficie semantica di appoggio.
Scena 1 (cc8c0b),6,fca0353274424116948fa1f10be1fc29,5,105.843,17.14,0.014,0.2301,0.002,0.0801,0.012,0.0,0.0,0.19,0.95,0.09,Cono,0.95,Forte indizio di presenza: Cono (95.0%) in base alla memoria temporale causale.
Scena 1 (cc8c0b),6,fca0353274424116948fa1f10be1fc29,6,70.788,17.57,0.0135,0.2266,0.0018,0.0766,0.0118,0.0,0.0,0.1911,0.1,0.0911,Pedone,0.2266,Presenza potenziale: Pedone (22.7%) stimata sulla superficie semantica di appoggio.
Scena 1 (cc8c0b),6,fca0353274424116948fa1f10be1fc29,7,23.728,30.55,0.0132,0.2236,0.0016,0.0736,0.0116,0.0,0.0,0.1921,0.1,0.0921,Pedone,0.2236,Presenza potenziale: Pedone (22.4%) stimata sulla superficie semantica di appoggio.
Scena 1 (cc8c0b),6,fca0353274424116948fa1f10be1fc29,8,84.192,22.37,0.0197,0.2725,0.0048,0.1225,0.0148,0.0,0.0,0.1758,0.1,0.0758,Pedone,0.2725,Presenza potenziale: Pedone (27.3%) stimata sulla superficie semantica di appoggio.
Scena 1 (cc8c0b),6,fca0353274424116948fa1f10be1fc29,9,42.895,19.16,0.0225,0.2935,0.0062,0.1435,0.0162,0.0,0.0,0.1688,0.1,0.0688,Pedone,0.2935,Presenza potenziale: Pedone (29.3%) stimata sulla superficie semantica di appoggio.
Scena 1 (cc8c0b),6,fca0353274424116948fa1f10be1fc29,10,104.6,21.57,0.0168,0.2516,0.0035,0.1025,0.014,0.0,0.0,0.1803,0.0994,0.0815,Pedone,0.2516,Presenza potenziale: Pedone (25.2%) stimata sulla superficie semantica di appoggio.
Scena 1 (cc8c0b),6,fca0353274424116948fa1f10be1fc29,11,91.797,23.37,0.0448,0.2642,0.0135,0.1299,0.0226,0.0056,0.0022,0.1597,0.0956,0.071,Pedone,0.2642,Presenza potenziale: Pedone (26.4%) stimata sulla superficie semantica di appoggio.
Scena 1 (cc8c0b),6,fca0353274424116948fa1f10be1fc29,12,76.387,25.42,0.016,0.2448,0.003,0.0948,0.013,0.0,0.0,0.1851,0.1,0.0851,Pedone,0.2448,Presenza potenziale: Pedone (24.5%) stimata sulla superficie semantica di appoggio.
Scena 1 (cc8c0b),6,fca0353274424116948fa1f10be1fc29,13,262.408,12.77,0.0305,0.95,0.0079,0.0968,0.0174,0.0033,0.0013,0.1763,0.0974,0.083,Pedone,0.95,Forte indizio di presenza: Pedone (95.0%) in base alla memoria temporale causale.
Scena 1 (cc8c0b),6,fca0353274424116948fa1f10be1fc29,14,166.717,15.0,0.0773,0.3097,0.0258,0.1912,0.034,0.0112,0.0044,0.1255,0.0912,0.0482,Pedone,0.3097,Presenza potenziale: Pedone (31.0%) stimata sulla superficie semantica di appoggio.
Scena 1 (cc8c0b),6,fca0353274424116948fa1f10be1fc29,15,153.582,25.42,0.2677,0.1116,0.1775,0.1425,0.0902,0.0708,0.0441,0.0286,0.0548,0.0542,Auto,0.2677,Presenza potenziale: Auto (26.8%) stimata sulla superficie semantica di appoggio.
Scena 1 (cc8c0b),6,fca0353274424116948fa1f10be1fc29,16,35.472,27.32,0.1407,0.1966,0.0396,0.1606,0.0924,0.0148,0.0044,0.0168,0.0521,0.03,Pedone,0.1966,Area probabilmente libera o con ostacoli minori (Pedone al 19.7%).
Scena 1 (cc8c0b),6,fca0353274424116948fa1f10be1fc29,17,37.511,29.92,0.2902,0.1227,0.0966,0.1466,0.097,0.0618,0.0242,0.0164,0.0517,0.042,Auto,0.2902,Presenza potenziale: Auto (29.0%) stimata sulla superficie semantica di appoggio.
Scena 1 (cc8c0b),6,fca0353274424116948fa1f10be1fc29,18,0.016,6.91,0.01,0.2,0.0,0.05,0.01,0.0,0.0,0.2,0.1,0.1,Pedone,0.2,Presenza potenziale: Pedone (20.0%) stimata sulla superficie semantica di appoggio.
Scena 1 (cc8c0b),6,fca0353274424116948fa1f10be1fc29,19,20.278,27.45,0.01,0.2,0.0,0.05,0.01,0.0,0.0,0.2,0.1,0.1,Pedone,0.2,Presenza potenziale: Pedone (20.0%) stimata sulla superficie semantica di appoggio.
Scena 1 (cc8c0b),6,fca0353274424116948fa1f10be1fc29,20,25.42,41.09,0.01,0.2,0.0,0.05,0.01,0.0,0.0,0.2,0.1,0.1,Pedone,0.2,Presenza potenziale: Pedone (20.0%) stimata sulla superficie semantica di appoggio.
Scena 1 (cc8c0b),6,fca0353274424116948fa1f10be1fc29,21,20.033,43.24,0.01,0.2,0.0,0.05,0.01,0.0,0.0,0.2,0.1,0.1,Pedone,0.2,Presenza potenziale: Pedone (20.0%) stimata sulla superficie semantica di appoggio.
Scena 1 (cc8c0b),6,fca0353274424116948fa1f10be1fc29,22,60.869,25.66,0.01,0.2,0.0,0.05,0.01,0.0,0.0,0.2,0.1,0.1,Pedone,0.2,Presenza potenziale: Pedone (20.0%) stimata sulla superficie semantica di appoggio.
Scena 1 (cc8c0b),6,fca0353274424116948fa1f10be1fc29,23,1.539,23.41,0.01,0.2,0.0,0.05,0.01,0.0,0.0,0.2,0.1,0.1,Pedone,0.2,Presenza potenziale: Pedone (20.0%) stimata sulla superficie semantica di appoggio.
Scena 1 (cc8c0b),6,fca0353274424116948fa1f10be1fc29,24,39.546,26.05,0.01,0.2,0.0,0.05,0.01,0.0,0.0,0.2,0.1,0.1,Pedone,0.2,Presenza potenziale: Pedone (20.0%) stimata sulla superficie semantica di appoggio.
Scena 1 (cc8c0b),6,fca0353274424116948fa1f10be1fc29,25,76.726,40.14,0.0101,0.1987,0.0,0.0526,0.0123,0.0,0.0,0.195,0.0987,0.0978,Pedone,0.1987,Area probabilmente libera o con ostacoli minori (Pedone al 19.9%).
Scena 1 (cc8c0b),6,fca0353274424116948fa1f10be1fc29,26,68.901,42.07,0.0101,0.2006,0.0,0.0506,0.01,0.0,0.0,0.1998,0.1,0.0998,Pedone,0.2006,Presenza potenziale: Pedone (20.1%) stimata sulla superficie semantica di appoggio.
Scena 1 (cc8c0b),6,fca0353274424116948fa1f10be1fc29,27,38.593,32.38,0.01,0.2,0.0,0.05,0.01,0.0,0.0,0.2,0.1,0.1,Pedone,0.2,Presenza potenziale: Pedone (20.0%) stimata sulla superficie semantica di appoggio.
Scena 1 (cc8c0b),6,fca0353274424116948fa1f10be1fc29,28,30.742,29.79,0.01,0.95,0.0,0.05,0.01,0.0,0.0,0.2,0.1,0.1,Pedone,0.95,Forte indizio di presenza: Pedone (95.0%) in base alla memoria temporale causale.
Scena 1 (cc8c0b),6,fca0353274424116948fa1f10be1fc29,29,50.739,35.79,0.01,0.2,0.0,0.05,0.01,0.0,0.0,0.2,0.1,0.1,Pedone,0.2,Presenza potenziale: Pedone (20.0%) stimata sulla superficie semantica di appoggio.
Scena 1 (cc8c0b),6,fca0353274424116948fa1f10be1fc29,30,11.104,31.5,0.01,0.2,0.0,0.05,0.01,0.0,0.0,0.2,0.1,0.1,Pedone,0.2,Presenza potenziale: Pedone (20.0%) stimata sulla superficie semantica di appoggio.
Scena 1 (cc8c0b),6,fca0353274424116948fa1f10be1fc29,31,0.802,42.76,0.0226,0.2945,0.0063,0.1445,0.0163,0.0,0.0,0.1685,0.1,0.0685,Pedone,0.2945,Presenza potenziale: Pedone (29.4%) stimata sulla superficie semantica di appoggio.
Scena 1 (cc8c0b),6,fca0353274424116948fa1f10be1fc29,32,25.425,28.03,0.01,0.2,0.0,0.05,0.01,0.0,0.0,0.2,0.1,0.1,Pedone,0.2,Presenza potenziale: Pedone (20.0%) stimata sulla superficie semantica di appoggio.
Scena 1 (cc8c0b),6,fca0353274424116948fa1f10be1fc29,33,1.673,44.09,0.0271,0.3281,0.0085,0.1781,0.0185,0.0,0.0,0.1573,0.1,0.0573,Pedone,0.3281,Presenza potenziale: Pedone (32.8%) stimata sulla superficie semantica di appoggio.
Scena 1 (cc8c0b),6,fca0353274424116948fa1f10be1fc29,34,33.681,29.02,0.01,0.95,0.0,0.05,0.01,0.0,0.0,0.2,0.1,0.1,Pedone,0.95,Forte indizio di presenza: Pedone (95.0%) in base alla memoria temporale causale.
Scena 1 (cc8c0b),6,fca0353274424116948fa1f10be1fc29,35,0.644,35.67,0.0,0.15,0.0,0.075,0.05,0.0,0.0,0.01,0.05,0.01,Pedone,0.15,Area probabilmente libera o con ostacoli minori (Pedone al 15.0%).
Scena 1 (cc8c0b),6,fca0353274424116948fa1f10be1fc29,36,3.186,48.25,0.01,0.2,0.0,0.05,0.01,0.0,0.0,0.2,0.1,0.1,Pedone,0.2,Presenza potenziale: Pedone (20.0%) stimata sulla superficie semantica di appoggio.
Scena 1 (cc8c0b),6,fca0353274424116948fa1f10be1fc29,37,74.03,20.35,0.0203,0.2774,0.0052,0.1274,0.0152,0.0,0.0,0.1742,0.1,0.0742,Pedone,0.2774,Presenza potenziale: Pedone (27.7%) stimata sulla superficie semantica di appoggio.
Scena 1 (cc8c0b),6,fca0353274424116948fa1f10be1fc29,38,229.114,6.99,0.1629,0.222,0.1035,0.1754,0.0594,0.0394,0.0246,0.0811,0.0754,0.95,Altro,0.95,Forte indizio di presenza: Altro (95.0%) in base alla memoria temporale causale.
Scena 1 (cc8c0b),6,fca0353274424116948fa1f10be1fc29,39,1.256,39.18,0.0002,0.151,0.0,0.0745,0.0492,0.0,0.0,0.0136,0.051,0.0117,Pedone,0.151,Area probabilmente libera o con ostacoli minori (Pedone al 15.1%).
Scena 1 (cc8c0b),6,fca0353274424116948fa1f10be1fc29,40,1.965,50.43,0.01,0.2,0.0,0.05,0.01,0.0,0.0,0.2,0.1,0.1,Pedone,0.2,Presenza potenziale: Pedone (20.0%) stimata sulla superficie semantica di appoggio.
